26760973,战略高手,[美]埃尔默·伦纳德/2016-9/世界图书出版公司/平装,★★★★★★★★一名劣迹斑斑又不太走运的江洋大盗杰克，一次失手让他不得不面对为期三十年的牢狱生活，心有不甘的他不愿服从于秩序的约束。他决定越狱。越狱途中，杰克撞上了女警探凯伦，他将凯伦劫持为人质，却彬彬有礼地与她相谈甚欢，这种其妙的错位让二人产生了一种奇妙的情愫然而，短暂的出离并不能改变二人的真实身份，逃离劫匪杰克后，凯伦开始...,https://img3.doubanio.com/mpic/s28986813.jpg
26852835,柏林孤谍,[美]约瑟夫·卡农/2016-9/中国友谊出版公司/平装,如果命运将你推入孤独绝境，你是否还有孤注一掷的勇气，反戈一击？1949年，犹太作家亚力克斯因其社会主义信仰使他成为麦卡锡政治迫害的对象。面对驱逐出境与骨肉分离，他被迫与中情局定下协约——以在柏林搜集情报换取回美资格。然而，重新踏上柏林的那一刻事情便走向失控边缘——中情局接线人制造的绑架案，致使东德特工被杀；他的特殊身份，又迫使他成为德共线人...,https://img1.doubanio.com/mpic/s28983618.jpg
26853723,唐人街,林语堂/2016-8/湖南文艺出版社/35.00/精装,在中国现代文坛上，林语堂的《唐人街》属于早期“移民文学”范畴。在它之前的作品中，很少有与之类似的主题内容和情感表达。它像一座桥梁一样，连接着二三十年代突现民族意识和爱国情感的域外小说与表现“美国梦”的追求与幻灭的当代作品。作者以散文化的笔法，以他童年时期故乡一家人同舟共济、相亲相爱的人生经历为素材，描写了来自中国福建的老汤姆一家在纽约唐人...,https://img1.doubanio.com/mpic/s28967999.jpg
26837789,不存在的父亲,[英]迈克尔·道布斯/2016-9/百花洲文艺出版社/36.00元/平装,哈里十四岁时，母亲因病去世，而父亲约翰尼生性风流，行迹诡秘，这些导致父子二人渐行渐远，亲情的裂痕横亘于他们之间，无法消弭。多年之后，虽然哈里拥有了令人艳羡的地位和财富，五光十色的生活，但是对于亲情的介怀和对父亲的怨怼始终萦绕在他的心里，令他不能释怀，直到有一天，他收到父亲去世的消息……当他踏上寻找父亲的旅途之后，他才慢慢感受到自己对于父亲...,https://img3.doubanio.com/mpic/s28972605.jpg
26823150,脏工作,[美]阿丽莎·纳汀（AlissaNutting）/2016-9/中信出版集团/楚尘文化/35.00元/平装,编辑推荐：★女版恰克·帕拉尼克处女作，学院中走出的异端，邪典小说新星；★刻画荒诞、疯狂、迷茫的众生群像，反思现代女性社会处境，强烈的感官刺激和淡淡的忧伤相互交融；★集科幻、魔幻、悬疑、惊悚、黑色幽默等各种元素于一身，却又无法归类的一部小说。内容简介：本书包含18个短篇小说，就像分别发生在18层地狱中故事，一群生活并不光鲜的女人们的尊严与挣扎...,https://img3.doubanio.com/mpic/s28887863.jpg
26852985,惧恨拉斯维加斯,[美]亨特·S.汤普森/2016-9/理想国|广西师范大学出版社/38.00元/平装,《惧恨拉斯维加斯》是荒诞新闻教父亨特S.汤普森的代表作，出版四十年来，与《在路上》相若，已成为关于毒品文化和反叛青年的一部圣经。终其一生，汤普森都在解剖“这个叫美国梦的玩意的死亡”，这些反思之作“使他得以跻身二十世纪最令人兴奋的作家之列”（《巴黎评论》）。在这本书中汤普森将小说、事实、幻想熔为一炉，用独创性的语言描写了一个前所未见的拉斯...,https://img3.doubanio.com/mpic/s28964202.jpg
26862572,诗人和鲸鱼,甄妮/2016-8-1/上海文艺出版社/37元/平装,在巴塞罗那街角的咖啡馆里坐着一个面目潦倒的中国男人，他拿着一支画笔，将探寻的目光伸向周遭。这个神秘、潦倒而又不失优雅的男人总是从天空中看到明丽多变的色彩，总是在梦中见到鲸鱼，总是渴望被爱却得不到理解，总是在画纸上重复着一张相似的女子的面容。他不知道在相隔万里的大洋彼岸，有个同样被不可名状的孤独与虚无困扰的少女秋熙，已经在冥冥之中将自己灵魂...,https://img1.doubanio.com/mpic/s29003768.jpg
26846551,阿尔法的迷宫,王稼骏/2016-8/新星出版社/30.00/平装,阿尔法的世界，一个由超级计算机里的复杂程序构成的虚拟空间，将它和人类的大脑相连，所有的人、事物乃至思想，看起来、听起来、感觉起来都和现实世界一模一样，而在这个空间里所发生的事，会反映出大脑中储存的记忆和潜意识。一种全新的刑侦手段由此诞生，通过阿尔法的世界连接犯罪嫌疑人和警察的大脑，便可获知隐藏的犯罪事实。花提港发生了多起少年失踪案，警方锁...,https://img3.doubanio.com/mpic/s28967704.jpg
26855761,匣心记（全四册）,伍倩/2016-8/江苏凤凰文艺出版社/138.00/平装,我们曾遇见成百上千个爱情，不幸的爱情，却只有一个——求之不得：十年苦读，一朝得中，却仍然不能天长地久地拥有一个人；天下至尊，一呼百应，却始终换不回曾几何时的枕席情浓；浪子回头，只为伊人，近到只差了一步，可是差一点就是差一点。为了爱，你能放下什么，放不下什么？放不下占有，他说：“没有任何人会像我一样，爱到需要杀死你！”放不下执着，她说：“...,https://img3.doubanio.com/mpic/s28980284.jpg
26849245,子不语,[清]袁枚/2016-9/天津人民出版社/39.80元/平装,【内容简介】本书为清乾嘉年间袁枚编撰的笔记小说，初名《子不语》，后见元人说部有雷同者，乃改为《新齐谐》。书中故事来源于民间传闻、亲朋口述、他人著说、现世生活及作者创作，多写鬼神精怪，也讲奇人异闻。袁枚以简练的文字、记实的写法、离奇的故事，展现了光怪陆离的世间百态，用极尽幽默且晦涩的方式揭示了寻常生活中的诸多“恶”，涉及道德、制度、宗教、风...,https://img3.doubanio.com/mpic/s28948815.jpg
